"bbid","naam","uri","straatnaam","straat_uri","breen","kleinnr","nr1876","tekst"
"BB6960","Troffelsgang",,"Goudsbloemgracht Nz","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Troffelsgang - Goudsbloemgracht Nz TA 1749-02-18 zie: Schavenmakersgang"
"BB6961","Troffel(s)gang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","nee",,,"Troffel(s)gang - Goudsbloemstraat BS zie: Truffelsgang"
"BB6962","Troffel(s)gang",,"Palmgracht","https://adamlink.nl/geo/street/palmgracht/3452","nee",,,"Troffel(s)gang - Palmgracht MNM: 1 (1783-08-18)"
"BB6963","Troffelmakersgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Troffelmakersgang - Anjeliersgracht BS: O 1 (O20/9/71v)"
"BB6964","Troffel(s)steeg",,,,"nee",,,"Troffel(s)steeg - Kromboomssloot ONA: 1 (1691-05-11)"
"BB6965",,,,,,,,"Troffel(s)steeg(je) zie: Roodetroffelsgang"
"BB6966","Troffelsteegje",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Troffelsteegje - Nieuwezijds Voorburgwal/Sint Luciënsteeg WV: 1 (1613-01-31); TA: 3 (1604-07-07, 1683-01-12)"
"BB6967","Troffeltjesgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Troffeltjesgang - Anjeliersgracht BS zie: Truffeltjesgang"
"BB6968","Trommelmakersgang",,"Vinkenstraat","https://adamlink.nl/geo/street/vinkenstraat/4767","ja","62","-","Trommelmakersgang B: Vinkenstraat 62   -   vervallen. Volgens de wijkkaart. In 1796 naamloos.; BWK; K1805"
"BB6969","Trompet(s)gang",,"Rozengracht","https://adamlink.nl/geo/street/rozengracht/3899","nee",,,"Trompet(s)gang - Rozengracht BS zie: Trompettersgang"
"BB6970","Trompet(s)gang",,"Zandstraat",,"nee",,,"Trompet(s)gang - Zandstraat BS zie: Trompettersgang"
"BB6971",,,,,,,,"Trompetsteeg(je) Kw.; B K Kf zie: Trompetterssteeg"
"BB6972","Hofje",,"Trompettersgang of",,"nee",,,"Trompettersgang of -hofje - Anjeliersstraat K1805"
"BB6973","Trompettersgang",,"Bierkade",,"nee",,,"Trompettersgang - Bierkade MNM zie: Trompetterssteeg"
"BB6974","Trompettersgang","https://adamlink.nl/geo/street/trompettersgang/6846","Lauriergracht","https://adamlink.nl/geo/street/lauriergracht/2630","ja","8","16-28","Trompettersgang B: Lauriergracht 8   16-28; B Wk: 1 (1750); B W Kf: 2 (1762); TA: 1 (1764); K1805; BS: G 11, O 35/(36), Ov 7 (1812-1852); RN53; RN75; L; H; Tram25; AS30; SvA35; AAA38/39"
"BB6975","Trompettersgang",,"Oudekerksplein","https://adamlink.nl/geo/street/oudekerksplein/3398","ja","27","-","Trompettersgang B: Oudekerksplein 27   -   vervallen. zie: Kameelengang en Trompetterssteeg"
"BB6976","Trompettersgang",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","nee",,,"Trompettersgang - Oudezijds Voorburgwal Kw.; MNM zie: Trompetterssteeg"
"BB6977","Trompettersgang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","nee",,,"Trompettersgang - Palmstraat MNM: 2 (1806-03-31, 1807-10-12)"
"BB6978","Trompettersgang",,"Rozengracht","https://adamlink.nl/geo/street/rozengracht/3899","ja","74","-","Trompettersgang B: Rozengracht 74   -   vervallen.; B W Kf: 2 (1691, 1694); Kw.: 6 (1735-1787); WV: 1 (1724); TA: 14 (1691-1810); MNM: 5 (1780-1804); K1805; BS: G 6, O 7, Ov 1 (1811-1817); (L)"
"BB6979","Trompettersgang",,"Zanddwarsstraat","https://adamlink.nl/geo/street/zanddwarsstraat/5141","ja","11/12","20-22","Trompettersgang B: Zanddwarsstraat 11/12   20-22   vervallen.; W; BWK; Kw.: 4 (1750-1795); TA: 6 (1724-1810); MNM: 3 (1766-1796); K1805; BS: G 4/(5), O 9/(10), Ov 3 (1813-1850); RN53; BA53; RN75; L; Tram25; AS30; SvA35"
"BB6980","Trompettersgang",,"Zandstraat",,"nee",,,"Trompettersgang - Zandstraat Kw.;TA; ... zie: Zanddwarsstraat"
"BB6981","Trompettersgang",,"Zoutsteeg","https://adamlink.nl/geo/street/zoutsteeg/5190","nee",,,"Trompettersgang - Zoutsteeg BS: Ov 1 (G13/4/41)"
"BB6982","Trompettershof",,"(Lauriergracht) BS",,"nee",,,"Trompettershof - (Lauriergracht) BS zie: Trompettersgang"
"BB6983","Trompettershofje",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Trompettershofje – Anjeliersstraat K1805; BS; krt1796; krt1829; RN53; BA53; BR; Tram25; AS30; SvA"
"BB6984","Trompetterssteeg",,"Oudekerksplein","https://adamlink.nl/geo/street/oudekerksplein/3398","ja","27","-","Trompetterssteeg B: Oudekerksplein 27   -   vervallen. zie: Kameelengang"
"BB6985","Trompetterssteeg(je)",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","nee",,,"Trompetterssteeg(je) – Oudezijds Voorburgwal BF; (CC); OD; WV: 1 (1722); Kw. (zie ook: Suikersteeg en Zuigersteeg): 2/(3) (1764, 1777); TA: 2 (1598, 1728); MNM: 3 (1776-1799); krt1829"
"BB6986","Trompetterssteeg",,"Zandstraat",,"nee",,,"Trompetterssteeg – Zandstraat TA zie: Trompettersgang"
"BB6987","Trompsgang",,,,"ja",,,"Trompsgang B: Palmstr. o/d. Rozenboomst. -   -   vervallen. Inneemboek van het Aalmoezeniersweeshuis, Ao. 1711, No. 123.; K1805"
"BB6988","Trouwissensteeg",,"Taanstraat","https://adamlink.nl/geo/street/taanstraat/4371","ja","11","-","Trouwissensteeg B: Taanstraat 11   -   vervallen.; BWK"
"BB6989","Troijensteegje – Haarlemmerstraat (zie ook: Fraaiesteegje) Kw.: 6 (1681-06-28",,,,"nee",,,"Troijensteegje – Haarlemmerstraat (zie ook: Fraaiesteegje) Kw.: 6 (1681-06-28 - 1802-04-   ); TA: 4 (1707-04-15 - 1802-04-03)"
"BB6990","Truffelsgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Truffelsgang – Anjeliersgracht BS zie: Truffeltjesgang"
"BB6991","Truffelsgang","https://adamlink.nl/geo/street/troffelgang/6272","Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","ja","41/42","-","Truffelsgang B: Goudsbloemgracht 41/42   -   vervallen.; BWK; Kw.: 1 (1683); (MNM); K1805; BS: G 2, O 2, Ov 1 (1816-1830); RN53"
"BB6992","Truffelsgang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","ja","105","-","Truffelsgang B: Goudsbloemstraat 105   -   vervallen. Volgens de kaart van wijk 51. In 1796 naamloos.; BWK"
"BB6993","Truffeltjesgang","https://adamlink.nl/geo/street/triffeltjesgang/6715","Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","ja","64","140-142","Truffeltjesgang B: Anjeliersgracht 64   140-142; (K1805); BS G 3, O 12, (Ov 1) (1819-1846); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
"BB6994","Truffeltjesgang",,,,"nee",,,"Truffeltjesgang – Goudsbloemgracht RN53"
"BB6995","Steegje of Slopje van Jonge Trijn Gerrits",,"Singel","https://adamlink.nl/geo/street/singel/4088","nee",,,"Steegje of Slopje van Jonge Trijn Gerrits – Singel/Lijnbaanssteeg Kw.: 1 (1693-01-21)"
"BB6996","Tuindersgang",,"Elandsstraat","https://adamlink.nl/geo/street/elandsstraat/1232","nee",,,"Tuindersgang – Elandsstraat Kw.; TA zie: Twijndersgang"
"BB6997",,,,,,,,"1e Tuindwarsstr. B: Naamlooze Gang 14   -   vervallen."
"BB6998","Gang",,"Eerste Tuindwarsstraat","https://adamlink.nl/geo/street/eerste-tuindwarsstraat/1200","nee",,,"Eerste Tuindwarsstraat – Gang K1805"
"BB6999","Eerste Tuindwarsstraat",,,,"nee",,,"Eerste Tuindwarsstraat – Gang RN75"
"BB7000",,,,,,,,"2e Tuindwarsstr. B: Naamlooze Gang 56   -   vervallen."
"BB7001","Tweede Tuindwarsstraat",,,,"nee",,,"Tweede Tuindwarsstraat – Gang RN53"
"BB7002","Tuinengang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","nee",,,"Tuinengang – Palmstraat BS: Ov 1 (O42/3/107v)"
"BB7003","Tuinengang",,"Uilenburgerstraat","https://adamlink.nl/geo/street/uilenburgerstraat/5667","nee",,,"Tuinengang – Uilenburgerstraat BS: O 1 (O50/1/121v)"
"BB7004","Tuin(s)gang",,"Bloemgracht Zz","https://adamlink.nl/geo/street/bloemgracht/503","nee",,,"Tuin(s)gang – Bloemgracht Zz Kw.: 1 (1772-12-10); MNM: 1 (1772-10-05)"
"BB7005","Tuinmansgang",,"Lindenstraat","https://adamlink.nl/geo/street/lindenstraat/2708","nee",,,"Tuinmansgang – Lindenstraat BS: Ov 1 (O43/3/36v)"
"BB7006","Tuinmanshofje",,"Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","nee",,,"Tuinmanshofje – Rozenstraat BS: G 1 (G15/1/160v)"
"BB7007","Gang",,"(Lange) Tuinpad",,"nee",,,"(Lange) Tuinpad – Gang TA: 2 (1564-08-04, 1608-12-03)"
"BB7008","Slopje",,"(Lange) Tuinpad",,"nee",,,"(Lange) Tuinpad – Slopje TA: 1 (1583-05-04)"
"BB7009","Sloppad",,"(Lange) Tuinpad",,"nee",,,"(Lange) Tuinpad – Sloppad TA: 1 (1564-10-31)"
"BB7010","Slopsteegje",,"(Lange) Tuinpad",,"nee",,,"(Lange) Tuinpad – Slopsteegje TA: 1 (1564-08-04)"
"BB7011","Tuinpad",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Tuinpad – Laurierstraat BS: Ov 1 (O11/2/100v)"
"BB7012","Uitgang",,"Tuinpad","https://adamlink.nl/geo/street/tuinpad/6265","nee",,,"Tuinpad – Haarlemmerpoort – Uitgang TA: 1 (1598-03-19)"
"BB7013","Tuinstraat Nz",,"De Bel",,"nee",,,"Tuinstraat Nz - De Bel - Overtimmerde Gang TA: 1 (1682-01-30)"
"BB7014","Dwarsgang",,"Tuinstraat Nz","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat Nz - Dwarsgang Kw.: 1 (1659-01-28)"
"BB7015","Gang",,"Tuinstraat Nz","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat Nz - Gang TA: 1 (1639-06-29); Kw.: 2 (1680-05-07, 1726-01-24); MNM: 1 (1790-01-11)"
"BB7016","Gang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat Nz bij Stads Wachthuis - Gang WV: 1 (1705-04-20)"
"BB7017","en Uitgang",,"Tuinstraat Nz","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat Nz - In- en Uitgang TA: 1 (1642-03-26)"
"BB7018","Gang",,"Tuinstraat Zz","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat Zz - Gang WV: 1 (1644-01-23); Kw.: 2 (1663-05-11, 1726-05-08); MNM: 2 (1756-09-06, 1756-11-27)"
"BB7019","Tuinstraat Zz bij Lijnbaansgracht",,"Zeven Achterhuizen",,"nee",,,"Tuinstraat Zz bij Lijnbaansgracht - Zeven Achterhuizen MNM: 1 (1781-10-22)"
"BB7020","Gang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat Zz tussen Prinsengracht en Eerste Dwarsstraat - Gang TA: 1 (1681-09-16)"
"BB7021","Tuinstraat",,,,"nee",,,"Tuinstraat - Gangen RN53; BA53; RN75"
"BB7022","Gangetje",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat - Gangetje Kw.: 2 (1648-07-11, 1682-03-07)"
"BB7023","Gangetje/Steegje",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat - Gangetje/Steegje WV: 1 (1630-12-17)"
"BB7024","Gemene Gang",,"Tuinstraat Zz","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat Zz - Gemene Gang Kw.: 1 (1657-06-26)"
"BB7025","Gemene Overtimmerde Gang",,"Tuinstraat voorbij de Tweede Dwarsstraat",,"nee",,,"Tuinstraat voorbij de Tweede Dwarsstraat - Gemene Overtimmerde Gang TA: 1 (\"een achterhuys en erve met een gemeene plaets daer voren staende jnde thuynstraet voorbij de tweede dwarsstraet door een gemeene overtimmerdegang jn  te gaen ... 1669-05-16\")"
"BB7026","Uitgang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat - Uitgang WV: 1 (1643-02-05)"
"BB7027","Vrije Gang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tuinstraat - Vrije Gang TA: 1 (\"een t huyn ende Vryen ganck, met drie wooningen achter de huysinghen van no 1 : 2 : 3 staende & Leggende Jnde thynstraet ... 1629-03-26\")"
"BB7028","Achterslopje",,"Tuinstraat, Kromme",,"nee",,,"Tuinstraat, Kromme - Achterslopje TA: 1 (1645-12-12)"
"BB7029","Turfdragersachterhuis",,,,"nee",,,"Turfdragersachterhuis - Palmgracht W"
"BB7030",,,,,,,,"Turfdragersgang B KL: 1 (1657-03-08)"
"BB7031","Turfdragersgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Turfdragersgang - Anjeliersgracht K1805"
"BB7032","Turfdragersgang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","ja","71","-","Turfdragersgang B: Anjeliersstraat 71   -   vervallen.; TA: 1 (\"Een Huis & twee Agterhuizen & hunne Erven ... Staande & gelegen alhier in de Anjeliersstraat N: Z: het 4e achter t hoekhuis van de tweede, of wel van de derde dwarsstraat, op de hoek van de Turfdraagers gang, get(eken)d No 70 ... 1806-03-05\"); MNM: 1 (1805); K1805"
"BB7033","Turfdragersgang","https://adamlink.nl/geo/street/turfdragersgang/6768","Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","ja","49","112","Turfdragersgang B: Egelantiersstraat 49   112; BWK; WV: 1 (1678); K1805; BS: G 1, O 2, Ov 1 (1815-1836); RN53; BA53; L; Tram25; AS30; SvA35"
"BB7034","Turfdragersgang",,"Egelantiersstraat Nz","https://adamlink.nl/geo/street/egelantiersstraat/1210","nee",,,"Turfdragersgang - Egelantiersstraat Nz  TA: 1 (1743-04-10)"
"BB7035","Turfdragersgang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","nee",,,"Turfdragersgang - Egelantiersstraat TA: 1 (1760-05-20); MNM: 1 (1770-05-21)"
"BB7036","Turfdragersgang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","ja","206","-","Turfdragersgang B: Egelantiersstraat 206   -   vervallen. Volgens de kaart van wijk 45. In 1796 naamloos.; BWK; K1805; RN53; RN75; L"
"BB7037","Turfdragersgang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","ja","114","-","Turfdragersgang B: Goudsbloemstraat 114   -   vervallen. Volgens de kaart van wijk 51. In 1796 naamloos.; BWK; BS: G 1 (1812)"
"BB7038","Turfdragersgang",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","ja","27/28","46-48","Turfdragersgang B: Lange Houtstraat 27/28   46-48 Thans naamloos.; B KL: 8 (1664-1673); B A Kf: 2 (1680); TA: 2 (1722, 1724); BS: G 1, (Ov 1) (1830); RN53; L"
"BB7039","Turfdragersgang",,"Lindenstraat Nz","https://adamlink.nl/geo/street/lindenstraat/2708","nee",,,"Turfdragersgang - Lindenstraat Nz Kw.: 1 (1728-02-25); TA: 1 (1701-09-12)"
"BB7040","Turfdragersgang",,"Nieuwe Looiersstraat","https://adamlink.nl/geo/street/nieuwe-looiersstraat/3161","nee",,,"Turfdragersgang - Nieuwe Looiersstraat Kw. zie: Turfdragershofje"
"BB7041","Turfdragersgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","ja","18","30","Turfdragersgang B: Oude Looiersstraat 18   30; BWK; TA: 2 (1794, 1806); MNM: 1 (1759); K1805; BS: G 4, O 3, Ov 1(2) (1812-1825); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
"BB7042","Turfdragersgang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","nee",,,"Turfdragersgang - Prinsengracht W; Kw.; BS zie: Turfdragershofje"
"BB7043","Turfdragersgang",,"Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","nee",,,"Turfdragersgang - Rozenstraat B W Kf: 4 (1691-02-26, 1691-03-30, 1691-07-30, 1695-09-17)"
"BB7044","Turfdragersgang",,"Korte Tuinstraat","https://adamlink.nl/geo/street/korte-tuinstraat/6951","nee",,,"Turfdragersgang - Korte Tuinstraat TA zie: Egelantiersstraat"
"BB7045","Turfdragersgang",,"Vlooienburg",,"nee",,,"Turfdragersgang - Vlooienburg B KL zie: Lange Houtstraat"
"BB7046","Turfdragershofje",,"Nieuwe Looiersstraat","https://adamlink.nl/geo/street/nieuwe-looiersstraat/3161","ja","85","106-108","Turfdragershofje B: Nieuwe Looiersstraat 85   106-108   vervallen.; (BWK); Kw.: 5 (1748-1759); TA: 2 (1748, 1808); MNM: 1 (1804); K1805; BS: G 1, O 3 (1818-1820); RN53; BA53; BR; RN75; L"
"BB7047","Turfdragershofje",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","ja","90","933-941","Turfdragershofje B: Prinsengracht 90   933-941; W; TA: 3 (1712-1810); MNM: 1 (1793); K1805; BS: G 16, O 29, Ov 3 (1812-(1837)); RN53; BA53; BR; RN75; L"
"BB7048","Turfdragerssteeg(je)",,"Amstel","https://adamlink.nl/geo/street/amstel/135","nee",,,"Turfdragerssteeg(je) - Amstel/Regulierspoort/Visserspad Kw.: 5 (1616-05-05, 1638-03-09, 1654-05-22); TA: 2 (1634-01-10, 1639-04-14)"
"BB7049","Turfgang",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Turfgang - Lange Houtstraat BS: Ov 1 (G11/8/129)"
"BB7050","Turfgang",,"Oude Looierstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","nee",,,"Turfgang - Oude Looierstraat BS zie: Turfdragersgang"
"BB7051","Turfhofje",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","nee",,,"Turfhofje - Prinsengracht BS zie: Turfdragershofje"
"BB7052","Turfhoeksteeg/Turfhoksgang",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Turfhoeksteeg/Turfhoksgang - Nieuwezijds Voorburgwal BS zie: Turfhoksteeg"
"BB7053","Turfhokteeg/Turksche Keizerssteeg","https://adamlink.nl/geo/street/turfhok-steeg/5439","N. Z. Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","ja","2/3","335-339","Turfhokteeg/Turksche Keizerssteeg B: N. Z. Voorburgwal 2/3   335-339 Thans enkel onder den eerstgenoemden naam bekend.; BF; W; BWK; Kw.: 24 (1639-1803); WV: 4 (1613-1722); B Wk: 1 (1750); B W Kf: 2 (1695, 1762); TA: 20 (1638-1806); MNM: 11 (1762-1806); K1805; BS: G 18, O 31/(33), Ov 22 (1811-(1837)); krt1829; krt1842; Buurt E; RN53; BA53; BR; tG; tGA; RN75; L"
"BB7054","Turfhoofdsteeg",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Turfhoofdsteeg - Nieuwezijds Voorburgwal TA zie: Turfhoksteeg"
"BB7055","Gang van 't Turfschip van Breda",,"Bloemstraat Zz","https://adamlink.nl/geo/street/bloemstraat/504","nee",,,"Gang van 't Turfschip van Breda - Bloemstraat Zz TA: 1 (1775-12-13)"
"BB7056","Turfsteeg",,"Nieuwezijds Vooburgwal",,"nee",,,"Turfsteeg - Nieuwezijds Vooburgwal BS zie: Turfhoksteeg"
"BB7057","Turkenhofsteeg(je)",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Turkenhofsteeg(je) - Nieuwezijds Voorburgwal Kw.; TA zie: Turfhoksteeg"
"BB7058","Turks Hoofd",,"Groot Hemelrijk","https://adamlink.nl/geo/street/groot-hemelrijk/6948","nee",,,"Turks Hoofd - Hemelrijk, Groot K1805 zie: Hemelrijk, Groot - Slopje of Turks Hoofd"
"BB7059","Turks(e) Hoofdsteeg(je)",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Turks(e) Hoofdsteeg(je) - Nieuwezijds Voorburgwal Kw.; TA; MNM zie: Turfhoksteeg"
"BB7060","Turkse Keizersgang",,"Hazenstraat","https://adamlink.nl/geo/street/hazenstraat/1693","nee",,,"Turkse Keizersgang - Hazenstraat TA zie: Keizerspoort"
"BB7061","Turksche Keizerspoort","https://adamlink.nl/geo/street/reixerspoort/6857","Hazenstraat","https://adamlink.nl/geo/street/hazenstraat/1693","ja","34","12-16","Turksche Keizerspoort B: Hazenstraat 34   12-16 zie: Keizerspoort"
"BB7062","Turksche Keizerssteeg","https://adamlink.nl/geo/street/turfhok-steeg/5439","N. Z. Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","ja","2/3","335-339","Turksche Keizerssteeg B: N. Z. Voorburgwal 2/3   335-339 zie: Turfhoksteeg"
"BB7063","Turkse Keizerssteeg(je)",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Turkse Keizerssteeg(je) - Nieuwezijds Voorburgwal zie: Turfhoksteeg"
"BB7064","Turkse Poort",,"Hazenstraat","https://adamlink.nl/geo/street/hazenstraat/1693","nee",,,"Turkse Poort - Hazenstraat B W Kf zie: Keizerspoort"
"BB7065","Turnebukkersgang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Turnebukkersgang - Anjeliersstraat K1805 zie: Fernambukergang"
"BB7066","Twaalfachtengang",,"Nieuwe Looiersstraat","https://adamlink.nl/geo/street/nieuwe-looiersstraat/3161","nee",,,"Twaalfachtengang - Nieuwe Looiersstraat BS: G 1 (G17/4/199)"
"BB7067","Twaalfjaarsgang",,"Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","nee",,,"Twaalfjaarsgang - Elandsgracht RN75 zie: Twaalfurengang"
"BB7068","Twaalfurengang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","ja","180","-","Twaalfurengang B: Egelantiersstraat 180   -   vervallen.; W; BWK; Kw.: 1 (1796); TA: 1 (1754); MNM: 2 (1794, 1796); K1805; BS: G 1, O 1, Ov 1 (1814-1831); RN53; BA53; tGA"
"BB7069","Twaalfurengang","https://adamlink.nl/geo/street/twaalfuurgang/6885","Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","ja","67","136","Twaalfurengang B: Elandsgracht 67   136 vervallen.; Kw.: 1 (1739); TA: 4 (1739-1790); MNM: 2 (1774, 1778); K1805; BS: G 6, O 5, Ov 3 (1811-1851); RN53; BA53; RN75; L"
"BB7070","Twee Broedersgang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Twee Broedersgang - Laurierstraat BS zie: Twee Gebroedersgang"
"BB7071","Tweede Gang",,"Boomstraat","https://adamlink.nl/geo/street/boomstraat/543","nee",,,"Tweede Gang - Boomstraat K1805"
"BB7072","Tweede Gang",,"Buiten Amstel","https://adamlink.nl/geo/street/buiten-amstel/5969","nee",,,"Tweede Gang - Buiten Amstel B H&L Kf"
"BB7073","Tweede Hoefijzersgang",,"Koestraat","https://adamlink.nl/geo/street/koestraat/2424","nee",,,"Tweede Hoefijzersgang - Koestraat TA; BS: G 1"
"BB7074",,,,,,,,"Tweede Pekelharingsgang MNM"
"BB7075","Tweede Slepersgang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Tweede Slepersgang - Laurierstraat K1805"
"BB7076",,,,,,,,"Tweede Slopje Kw. zie: Jan de Vriezengang - Oudezijds Voorburgwal"
"BB7077","Tweede Tuinpad",,"Haarlemmerpoort",,"nee",,,"Tweede Tuinpad - Haarlemmerpoort - Gemene Steeg Kw.: 1 (1564); TA zie: Tuinpad"
"BB7078","Twee Gebroedersgang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Twee Gebroedersgang - Laurierstraat BS: G 1 (G15/4/34v)"
"BB7079","Twee-Gebroedersgang",,"Nieuwe Achtergracht","https://adamlink.nl/geo/street/nieuwe-achtergracht/3136","ja","31","76-88","Twee-Gebroedersgang B: Nieuwe Achtergracht 31   76-88; K1805; BS: O 13, Ov 3 (1812-1849); RN53; BA53; RN75; L"
"BB7080","Twee-Gebroedersgang","https://adamlink.nl/geo/street/twee-gebroedersgang/6906","Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","ja","84/85","3-5","Twee-Gebroedersgang B: Oude Looiersstraat 84/85   3-5; BWK; TA: 1 (1805); MNM: 2 (1801, 1805); K1805; BS: G 1, O 15 (1814-1850); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
